artikelnr;karpi_code;omschrijving
455169969;CROW16NAMAATWK;
455169968;CROW16NBMAATWK;
455169967;CROW16NHMAATWK;
455169966;CROW16NOMAATWK;
455169965;CROW16SBMAATWK;
455169964;CROW16SEMAATWK;
455169963;CROW16SFMAATWK;
455169962;CROW16SGMAATWK;
455169961;CROW16SHMAATWK;
455169960;CROW16SIMAATWK;
455169959;CROW16SJMAATWK;
455169958;CROW16SKMAATWK;
455169957;CROW16SLMAATWK;
455169956;CROW16SMMAATWK;
455169955;CROW16SPMAATWK;
455160000;CROW16XX020020;CROWN Kleur 16 CA: 020x020 cm
455160002;CROW16XX030030;CROWN Kleur 16 CA: 030x030 cm
001455002;CROW24400JUT;CROWN KLEUR 24 400 BREED IC KLEUR 124
001455004;CROW24500JUT;CROWN KLEUR 24 500 BREED
455249998;CROW24DYMAATWK;
455249997;CROW24DZMAATWK;
455249996;CROW24K0MAATWK;
455249995;CROW24K1MAATWK;
455249994;CROW24K2MAATWK;
455249993;CROW24K3MAATWK;
455249992;CROW24K4MAATWK;
455249991;CROW24K5MAATWK;
455249990;CROW24K6MAATWK;
455249989;CROW24K7MAATWK;
455249988;CROW24K8MAATWK;
455249987;CROW24K9MAATWK;
455249986;CROW24KAMAATWK;
455249985;CROW24KBMAATWK;
455249984;CROW24KCMAATWK;
455249983;CROW24KEMAATWK;
455249982;CROW24KFMAATWK;
455249981;CROW24KHMAATWK;
455249980;CROW24KJMAATWK;
455249979;CROW24KKMAATWK;
455240004;CROW24KL090160;CROWN Kleur 24 CA: 090x160 cm BAND: KL22
455240005;CROW24KL130190;CROWN Kleur 24 CA: 130x190 cm BAND: KL22
455240001;CROW24KL160240;CROWN Kleur 24 CA: 160x240 cm BAND: KL22
455240006;CROW24KL200290;CROWN Kleur 24 CA: 200x290 cm BAND: KL22
455249978;CROW24KLMAATWK;
455249977;CROW24KMMAATWK;
455249976;CROW24KNMAATWK;
455249975;CROW24KOMAATWK;
455249974;CROW24KPMAATWK;
455249973;CROW24KRMAATWK;
455249972;CROW24KSMAATWK;
455249971;CROW24KTMAATWK;
455249970;CROW24LIMAATWK;
455249999;CROW24MAATWERK;CROW24MAATWERK
455249969;CROW24NAMAATWK;
455249968;CROW24NBMAATWK;
455249967;CROW24NHMAATWK;
455249966;CROW24NOMAATWK;
455249965;CROW24SBMAATWK;
455249964;CROW24SEMAATWK;
455249963;CROW24SFMAATWK;
455249962;CROW24SGMAATWK;
455249961;CROW24SHMAATWK;
455249960;CROW24SIMAATWK;
455249959;CROW24SJMAATWK;
455249958;CROW24SKMAATWK;
455249957;CROW24SLMAATWK;
455249956;CROW24SMMAATWK;
455249955;CROW24SPMAATWK;
455240000;CROW24XX020020;CROWN Kleur 24 CA: 020x020 cm
455240002;CROW24XX030030;CROWN Kleur 24 CA: 030x030 cm
455240003;CROW24XX030030;CROWN Kleur 24 CA: 030x030 cm
602990033;CRPT99XX040040;CREATIVE PATCH Kleur 99 CA: 040x040 cm
602990028;CRPT99XX155230;CREATIVE PATCH Kl.99 CA: 155x230 cm
602990031;CRPT99XX200290;CREATIVE PATCH Kl.99 CA: 200x290 cm
526230171;CRUM23XX060090;CRUMBLE Kleur 23 CA: 060x090 cm
526230214;CRUM23XX068120;CRUMBLE Kleur 23 CA: 068x120 cm
526230172;CRUM23XX068220;CRUMBLE Kleur 23 CA: 068x220 cm
526230175;CRUM23XX080080;CRUMBLE Kleur 23 CA: 080x080 cm KISSEN
526230167;CRUM23XX080150;CRUMBLE Kleur 23 CA: 080x150 cm
526230173;CRUM23XX080300;CRUMBLE Kleur 23 CA: 080x300 cm
526230168;CRUM23XX130190;CRUMBLE Kleur 23 CA: 130x190 cm
526230169;CRUM23XX155230;CRUMBLE Kleur 23 CA: 155x230 cm
526230170;CRUM23XX200290;CRUMBLE Kleur 23 CA: 200x290 cm
526230174;CRUM23XX240330;CRUMBLE Kleur 23 CA: 240x330 cm
526450113;CRUM45XX155230;CRUMBLE Kleur 45 CA: 155x230 cm
526530001;CRUM53XX060090;CRUMBLE Kleur 53 CA: 060x090 cm
526530016;CRUM53XX068120;CRUMBLE Kleur 53 CA: 068x120 cm
526530002;CRUM53XX068220;CRUMBLE Kleur 53 CA: 068x220 cm
526530015;CRUM53XX080080;CRUMBLE Kleur 53 CA: 080x080 cm KISSEN
526530003;CRUM53XX080150;CRUMBLE Kleur 53 CA: 080x150 cm
526530004;CRUM53XX080300;CRUMBLE Kleur 53 CA: 080x300 cm
526530005;CRUM53XX130190;CRUMBLE Kleur 53 CA: 130x190 cm
526530006;CRUM53XX155230;CRUMBLE Kleur 53 CA: 155x230 cm
526530007;CRUM53XX200290;CRUMBLE Kleur 53 CA: 200x290 cm
526530014;CRUM53XX240330;CRUMBLE Kleur 53 CA: 240x330 cm
526690012;CRUM69XX060090;CRUMBLE Kleur 69 CA: 060x090 cm
526690054;CRUM69XX068120;CRUMBLE Kleur 69 CA: 068x120 cm
526690014;CRUM69XX068220;CRUMBLE Kleur 69 CA: 068x220 cm
526690017;CRUM69XX080080;CRUMBLE Kleur 69 CA: 080x080 cm KISSEN
526690004;CRUM69XX080150;CRUMBLE Kleur 69 CA: 080x150 cm
526690015;CRUM69XX080300;CRUMBLE Kleur 69 CA: 080x300 cm
526690006;CRUM69XX130190;CRUMBLE Kleur 69 CA: 130x190 cm
526690007;CRUM69XX155230;CRUMBLE Kleur 69 CA: 155x230 cm
526690011;CRUM69XX200290;CRUMBLE Kleur 69 CA: 200x290 cm
526690016;CRUM69XX240330;CRUMBLE Kleur 69 CA: 240x330 cm
594130003;DANE13XX020030;DANTELLO Kleur 13 CA: 020x030 cm
594130000;DANE13XX160230;DANTELLO Kleur 13 CA: 160x230 cm
594130001;DANE13XX200290;DANTELLO Kleur 13 CA: 200x290 cm
594130002;DANE13XX240340;DANTELLO Kleur 13 CA: 240x340 cm
594150003;DANE15XX020030;DANTELLO Kleur 15 CA: 020x030 cm
594150000;DANE15XX160230;DANTELLO Kleur 15 CA: 160x230 cm
594150001;DANE15XX200290;DANTELLO Kleur 15 CA: 200x290 cm
594150002;DANE15XX240340;DANTELLO Kleur 15 CA: 240x340 cm
594190003;DANE19XX020030;DANTELLO Kleur 19 CA: 020x030 cm
594190000;DANE19XX160230;DANTELLO Kleur 19 CA: 160x230 cm niet gebruiken!!!
594190006;DANE19XX160230;DANTELLO Kleur 19 CA: 160x230 cm
594190001;DANE19XX200290;DANTELLO Kleur 19 CA: 200x290 cm
594190002;DANE19XX240340;DANTELLO Kleur 19 CA: 240x340 cm
519990003;DELP99XX040040;DELPHINE Kleur 99 CA: 040x040 cm
519990002;DELP99XX130190;DELPHINE Kleur 99 CA: 130x190 cm
519990000;DELP99XX160230;DELPHINE Kleur 99 CA: 160x230 cm
519990010;DELP99XX300750;DELPHINE Kleur 99 CA: 300x750 cm
001439000;DESE12210JUT;DESERT WAVE KLEUR 12 JUTE 210 BREED LICHT BEIGE
439129999;DESE12MAATWERK;
439120005;DESE12XX040040;DESERT WAVE KLEUR 12 CA:040x040 cm
439120000;DESE12XX080160;DESERT WAVE KLEUR 12 CA:080x160 cm
439120001;DESE12XX130190;DESERT WAVE KLEUR 12 CA:130x190 cm
439120002;DESE12XX170230;DESERT WAVE KLEUR 12 CA:170x230 cm
439120003;DESE12XX200250;DESERT WAVE KLEUR 12 CA:200x250 cm
439120004;DESE12XX200300;DESERT WAVE KLEUR 12 CA:200x300 cm
001439001;DESE15210JUT;DESERT WAVE KLEUR 15 JUTE 210 BREED DONKER BEIGE
439159999;DESE15MAATWERK;
439150005;DESE15XX040040;DESERT WAVE KLEUR 15 CA:040x040 cm
439150000;DESE15XX080160;DESERT WAVE KLEUR 15 CA:080x160 cm
439150001;DESE15XX130190;DESERT WAVE KLEUR 15 CA:130x190 cm
439150002;DESE15XX170230;DESERT WAVE KLEUR 15 CA:170x230 cm
439150003;DESE15XX200250;DESERT WAVE KLEUR 15 CA:200x250 cm
439150004;DESE15XX200300;DESERT WAVE KLEUR 15 CA:200x300 cm
001439002;DESE17210JUT;DESERT WAVE KLEUR 17 JUTE 210 BREED BRUIN
439179999;DESE17MAATWERK;
439170005;DESE17XX040040;DESERT WAVE KLEUR 17 CA:040x040 cm
439170000;DESE17XX080160;DESERT WAVE KLEUR 17 CA:080x160 cm
439170001;DESE17XX130190;DESERT WAVE KLEUR 17 CA:130x190 cm
439170002;DESE17XX170230;DESERT WAVE KLEUR 17 CA:170x230 cm
439170003;DESE17XX200250;DESERT WAVE KLEUR 17 CA:200x250 cm
439170004;DESE17XX200300;DESERT WAVE KLEUR 17 CA:200x300 cm
001439003;DESE24210JUT;DESERT WAVE KLEUR 24 JUTE 210 BREED ANTRACIET
439249999;DESE24MAATWERK;
439240005;DESE24XX040040;DESERT WAVE KLEUR 24 CA:040x040 cm
439240000;DESE24XX080160;DESERT WAVE KLEUR 24 CA:080x160 cm
439240001;DESE24XX130190;DESERT WAVE KLEUR 24 CA:130x190 cm
439240002;DESE24XX170230;DESERT WAVE KLEUR 24 CA:170x230 cm
439240003;DESE24XX200250;DESERT WAVE KLEUR 24 CA:200x250 cm
439240004;DESE24XX200300;DESERT WAVE KLEUR 24 CA:200x300 cm
727120002;DIAM12XX040040;DIAMOND Kleur 12 CA: 040x040 cm
727120000;DIAM12XX130190;DIAMOND Kleur 12 CA: 130x190 cm
727120001;DIAM12XX160230;DIAMOND Kleur 12 CA: 160x230 cm
727140001;DIAM14XX040040;DIAMOND Kleur 14 CA: 040x040 cm
727140000;DIAM14XX130190;DIAMOND Kleur 14 CA: 130x190 cm
727140002;DIAM14XX160230;DIAMOND Kleur 14 CA: 160x230 cm
727170001;DIAM17XX040040;DIAMOND Kleur 17 CA: 040x040 cm
727170000;DIAM17XX130190;DIAMOND Kleur 17 CA: 130x190 cm
727170002;DIAM17XX160023;DIAMOND Kleur 17 CA: 160x230 cm
727230001;DIAM23XX040040;DIAMOND Kleur 23 CA: 040x040 cm
727230000;DIAM23XX130190;DIAMOND Kleur 23 CA: 130x190 cm
727230002;DIAM23XX160230;DIAMOND Kleur 23 CA: 160x230 cm
678160002;DIEG16XX020020;DIEGO KLEUR 16 CA:020x020 cm
678160003;DIEG16XX040060;DIEGO KLEUR 16 CA:040x060 cm
678160000;DIEG16XX130190;DIEGO KLEUR 16 CA:130x190 cm
678160001;DIEG16XX200290;DIEGO KLEUR 16 CA:200x290 cm
001678000;DIEG25400KAT;DIEGO KLEUR 25 KATOEN 400 BREED
678259999;DIEG25MAATWERK;
678250005;DIEG25XX020020;DIEGO KLEUR 25 CA:020x020 cm
678250006;DIEG25XX030165;DIEGO KLEUR 25 CA:030x165 cm
678250007;DIEG25XX040060;DIEGO KLEUR 25 CA:040x060 cm
678250002;DIEG25XX100300;DIEGO KLEUR 25 CA:100x300 cm
678250003;DIEG25XX130190;DIEGO KLEUR 25 CA:130x190 cm
678250000;DIEG25XX160230;DIEGO KLEUR 25 CA:160x230 cm
678250001;DIEG25XX200290;DIEGO KLEUR 25 CA:200x290 cm
678250004;DIEG25XX250270;DIEGO KLEUR 25 CA:250x270 cm
655150000;DJIR15XX040040;DJIRA KLEUR 15 CA:040x040 cm
655150001;DJIR15XX170240;DJIRA Kleur 15 CA: 170x240 cm
655150002;DJIR15XX200300;DJIRA KLEUR 15 CA:200x300 cm
655240000;DJIR24XX040040;DJIRA KLEUR 24 CA:040x040 cm
655240001;DJIR24XX170240;DJIRA KLEUR 24 CA:170x240 cm
655240002;DJIR24XX200300;DJIRA KLEUR 24 CA:200x300 cm
602990047;DOLF99XX155230;DOLFIJN Kleur 99 CA: 155x230 cm
561220000;DOMI22XX160230;DOMINO Kleur 22 CA: 160x230 cm
339230029;DOMN23XX080150;DOMINO Kleur 23 CA: 080x150 cm 8712-910
339230030;DOMN23XX120170;DOMINO Kleur 23 CA: 120x170 cm 8712-910
339230031;DOMN23XX160230;DOMINO Kleur 23 CA: 160x230 cm 8712-910
662110001;DONE11XX130190;DONELLA KLEUR 11 CA:130x190 cm
602250011;DONK25XX155230;Donkere nachten Kleur 25 CA: 155x230 cm
322119998;DORI11MAATWERK;DORIEN 11 ECRU
322110001;DORI11XX160240;DORIEN Kleur 11 CA: 160x240 cm
322220001;DORI22FE160240;DORIEN Kleur 22 CA: 160x240 cm BAND: FE
322229998;DORI22MAATWERK;DORIEN 22
322410001;DORI41FE160240;DORIEN Kleur 41 CA: 160x240 cm BAND: FE
322419998;DORI41MAATWERK;DORIEN 41
322510001;DORI51FE160240;DORIEN Kleur 51 CA: 160x240 cm BAND: FE
322519998;DORI51MAATWERK;DORIEN 51 GROEN
526170058;EART17XX068220;EARTH Kleur 17 CA: 068x220 cm
526170059;EART17XX080150;EARTH Kleur 17 CA: 080x150 cm
526170060;EART17XX130190;EARTH Kleur 17 CA: 130x190 cm
526170061;EART17XX155230;EARTH Kleur 17 CA: 155x230 cm
526170062;EART17XX200200;EARTH Kleur 17 CA: 200x200 cm
526170063;EART17XX200290;EARTH Kleur 17 CA: 200x290 cm
526170064;EART17XX240330;EARTH Kleur 17 CA: 240x330 cm
526230032;EART23XX068220;EARTH Kleur 23 CA: 068x220 cm
526230037;EART23XX080150;EARTH Kleur 23 CA: 080x150 cm
526230038;EART23XX080150;EARTH Kleur 23 CA: 080x150 cm
526230039;EART23XX130190;EARTH Kleur 23 CA: 130x190 cm
526230040;EART23XX155230;EARTH Kleur 23 CA: 155x230 cm
526230041;EART23XX200200;EARTH Kleur 23 CA: 200x200 cm
526230042;EART23XX200290;EARTH Kleur 23 CA: 200x290 cm
526230043;EART23XX240330;EARTH Kleur 23 CA: 240x330 cm
660350001;ELAN35XX110180;ELANI KLEUR 35 CA.110X180
320130001;ELBA13XX040040;ELBA Kleur 13 CA: 040x040 cm
320130000;ELBA13XX160230;ELBA Kleur 13 CA: 160x230 cm
320150001;ELBA15XX040040;ELBA Kleur 15 CA: 040x040 cm
320150000;ELBA15XX160230;ELBA Kleur 15 CA: 160x230 cm
320190001;ELBA19XX040040;ELBA Kleur 19 CA: 040x040 cm
320190000;ELBA19XX160230;ELBA Kleur 19 CA: 160x230 cm
320210001;ELBA21XX040040;ELBA Kleur 21 CA: 040x040 cm
320210000;ELBA21XX160230;ELBA Kleur 21 CA: 160x230 cm
320240001;ELBA24XX040040;ELBA Kleur 24 CA: 040x040 cm
320240000;ELBA24XX160230;ELBA Kleur 24 CA: 160x230 cm
320350001;ELBA35XX040040;ELBA Kleur 35 CA: 040x040 cm
320350000;ELBA35XX160230;ELBA Kleur 35 CA: 160x230 cm
320520001;ELBA52XX040040;ELBA Kleur 52 CA: 040x040 cm
320520000;ELBA52XX160230;ELBA Kleur 52 CA: 160x230 cm
320620001;ELBA62XX040040;ELBA Kleur 62 CA: 040x040 cm
320620000;ELBA62XX160230;ELBA Kleur 62 CA: 160x230 cm
652110003;ELIT1102040040;ELITIS KLEUR 11 CA:040x040 cm
652110000;ELIT1102170240;ELITIS KLEUR 11 CA:170x240 cm Band: 1102
652110001;ELIT1102200300;ELITIS KLEUR 11 CA:200x300 cm Band: 1102
652110002;ELIT1102250350;ELITIS KLEUR 11 CA:250x350 cm Band: 1102
652110004;ELIT11XX040040;ELITIS Kleur 11 CA: 040x040 cm KLEURSTAAL
652180003;ELIT1802040040;ELITIS KLEUR 18 CA:040x040 cm
652180000;ELIT1802170240;ELITIS KLEUR 18 CA:170x240 cm Band: 1102
652180001;ELIT1802200300;ELITIS KLEUR 18 CA:200x300 cm Band: 1102
652180002;ELIT1802250350;ELITIS KLEUR 18 CA:250x350 cm Band: 1102
652180004;ELIT18XX085360;ELITIS Kleur 18 CA: 085x360 cm
652210002;ELIT2102040040;ELITIS KLEUR 21 CA:040x040 cm
652210000;ELIT2102170240;ELITIS KLEUR 21 CA:170x240 cm Band: 1102
652210001;ELIT2102200300;ELITIS KLEUR 21 CA:200x300 cm Band: 1102
652210003;ELIT21XX040040;ELITIS Kleur 21 CA: 040x040 cm
652220003;ELIT2201040040;ELITIS KLEUR 22 CA:040x040 cm
652220000;ELIT2201170240;ELITIS KLEUR 22 CA:170x240 cm Band: 1101
652220001;ELIT2201200300;ELITIS KLEUR 22 CA:200x300 cm Band: 1101
652220002;ELIT2201250350;ELITIS KLEUR 22 CA:250x350 cm Band: 1101
652220004;ELIT22XX040040;ELITIS Kleur 22 CA: 040x040 cm
652220006;ELIT22XX200200;ELITIS Kleur 1-22 ca.200x200 cm
652220007;ELIT22XX200200;ELITIS Kleur 22 CA: 200x200 cm
652220009;ELIT22XX200200;ELITIS Kleur 22 CA: 200x200 cm
652220005;ELIT22XX200300;ELITIS Kleur 22 CA: 200x300 cm
652250003;ELIT2501040040;ELITIS KLEUR 25 CA:040x040 cm
652250000;ELIT2501170240;ELITIS KLEUR 25 CA:170x240 cm Band: 1101
652250001;ELIT2501200300;ELITIS KLEUR 25 CA:200x300 cm Band: 1101
652250002;ELIT2501250350;ELITIS KLEUR 25 CA:250x350 cm Band: 1101
001568000;ELOD11400SYN;ELODY KLEUR 11 SYNT. 400 BREED
568119999;ELOD11MAATWERK;
568110007;ELOD11XX020020;ELODY KLEUR 11 CA:020x020 cm
568110008;ELOD11XX030030;ELODY KLEUR 11 CA:030x030 cm
568110009;ELOD11XX035035;ELODY KLEUR 11 CA:035x035 cm
568110000;ELOD11XX080160;ELODY KLEUR 11 CA:080x160 cm
568110001;ELOD11XX130190;ELODY KLEUR 11 CA:130x190 cm
568110004;ELOD11XX160170;ELODY KLEUR 11 CA:160x170 cm
568110002;ELOD11XX160230;ELODY KLEUR 11 CA:160x230 cm
568110003;ELOD11XX200290;ELODY KLEUR 11 CA:200x290 cm
568110005;ELOD11XX265285;ELODY KLEUR 11 CA:265x285 cm
568110006;ELOD11XX300330;ELODY KLEUR 11 CA:300x330 cm
001568001;ELOD13400SYN;ELODY KLEUR 13 SYNT. 400 BREED
568139999;ELOD13MAATWERK;
568130004;ELOD13XX020020;ELODY KLEUR 13 CA:020x020 cm
568130005;ELOD13XX030030;ELODY KLEUR 13 CA:030x030 cm
568130006;ELOD13XX035035;ELODY KLEUR 13 CA:035x035 cm
568130000;ELOD13XX080160;ELODY KLEUR 13 CA:080x160 cm
568130007;ELOD13XX130170;ELODY KLEUR 13 CA:130x170 cm
568130001;ELOD13XX130190;ELODY KLEUR 13 CA:130x190 cm
568130008;ELOD13XX160160;ELODY KLEUR 13 CA:160x160 cm
568130009;ELOD13XX160200;ELODY KLEUR 13 CA:160x200 cm
568130002;ELOD13XX160230;ELODY KLEUR 13 CA:160x230 cm
568130010;ELOD13XX163203;ELODY KLEUR 13 CA:163x203 cm
568130003;ELOD13XX200290;ELODY KLEUR 13 CA:200x290 cm
568130011;ELOD13XX250RND;ELODY KLEUR 13 CA: 250 cm ROND
001568002;ELOD24400SYN;ELODY KLEUR 24 SYNT. 400 BREED
568249999;ELOD24MAATWERK;
568240007;ELOD24XX020020;ELODY KLEUR 24 CA:020x020 cm
568240008;ELOD24XX030030;ELODY KLEUR 24 CA:030x030 cm
568240009;ELOD24XX035035;ELODY KLEUR 24 CA:035x035 cm
568240000;ELOD24XX080160;ELODY KLEUR 24 CA:080x160 cm
568240010;ELOD24XX100200;ELODY KLEUR 24 CA:100x200 cm
568240001;ELOD24XX130190;ELODY KLEUR 24 CA:130x190 cm
568240004;ELOD24XX140160;ELODY KLEUR 24 CA:140x160 cm
568240011;ELOD24XX160220;ELODY KLEUR 24 CA:160x220 cm
568240002;ELOD24XX160230;ELODY KLEUR 24 CA:160x230 cm
568240012;ELOD24XX180180;ELODY KLEUR 24 CA:180x180 cm
568240013;ELOD24XX200250;ELODY KLEUR 24 CA:200x250 cm
568240003;ELOD24XX200290;ELODY KLEUR 24 CA:200x290 cm
568240005;ELOD24XX230300;ELODY KLEUR 24 CA:230x300 cm
568240006;ELOD24XX260400;ELODY KLEUR 24 CA:260x400 cm
568240014;ELOD24XX300350;ELODY KLEUR 24 CA:300x350 cm
001568003;ELOD47400SYN;ELODY KLEUR 47 SYNT. 400 BREED
568479999;ELOD47MAATWERK;
568470005;ELOD47XX020020;ELODY KLEUR 47 CA:020x020 cm
568470006;ELOD47XX030030;ELODY KLEUR 47 CA:030x030 cm
568470007;ELOD47XX035035;ELODY KLEUR 47 CA:035x035 cm
568470000;ELOD47XX080160;ELODY KLEUR 47 CA:080x160 cm
568470001;ELOD47XX130190;ELODY KLEUR 47 CA:130x190 cm
568470008;ELOD47XX160160;ELODY KLEUR 47 CA:160x160 cm
568470002;ELOD47XX160230;ELODY KLEUR 47 CA:160x230 cm
568470004;ELOD47XX190220;ELODY KLEUR 47 CA:190x220 cm
568470003;ELOD47XX200290;ELODY KLEUR 47 CA:200x290 cm
568470009;ELOD47XX220250;ELODY KLEUR 47 CA:220x250 cm
568510000;ELOD51XX020020;ELODY KLEUR 51 CA:020x020 cm
568540000;ELOD54XX020020;ELODY KLEUR 54 CA:020x020 cm
568620000;ELOD62XX020020;ELODY KLEUR 62 CA:020x020 cm
526110061;ENZA11XX155230;ENZA Kleur 11 CA: 155x230 cm ECRU
526130083;ENZA13XX155230;ENZA Kleur 13 CA: 155x230 cm STONE
526150130;ENZA15XX155230;ENZA Kleur 15 CA: 155x230 cm TAUPE
526170178;ENZA17XX030050;ENZA Kleur 17 CA: 030x050 cm
526170172;ENZA17XX155230;ENZA Kleur 17 CA: 155x230 cm BRONZE
001526049;ENZA51320SYN;ENZA KLEUR 51 320 BREED
526519998;ENZA51MAATWERK;ENZA 51 MAATWERK
526510042;ENZA51XX030050;ENZA Kleur 51 CA: 030x050 cm
526510040;ENZA51XX080700;ENZA Kleur 51 CA: 080x700 cm
526510041;ENZA51XX155230;ENZA Kleur 51 CA: 155x230 cm SHELL
526530053;ENZA53XX030050;ENZA Kleur 53 CA: 030x050 cm
526530052;ENZA53XX155230;ENZA Kleur 53 CA: 155x230 cm WOLF
526230181;ENZO23XX200290;ENZO Kleur 23 CA: 200x290 cm
602250004;ERAA25XX155230;ERA Kleur 25 CA: 155x230 cm
530140000;ERMO14XX080150;ERMONT Kleur 14 CA: 080x150 cm multi
530140001;ERMO14XX120170;ERMONT Kleur 14 CA: 120x170 cm multi
530140002;ERMO14XX160230;ERMONT Kleur 14 CA: 160x230 cm multi
530140003;ERMO14XX200290;ERMONT Kleur 14 CA: 200x290 cm multi
653090001;EROS09XX020020;EROS KLEUR 09 CA:020x020 cm
653180000;EROS18XX020020;EROS KLEUR 18 CA:020x020 cm
653230003;EROS23XX020020;EROS KLEUR 23 CA:020x020 cm
653240000;EROS24XX160230;EROS KLEUR 24 CA:160x230 cm
653430000;EROS43XX020020;EROS KLEUR 43 CA:020x020 cm
653450001;EROS45XX020020;EROS KLEUR 45 CA:020x020 cm
635130000;ESTE13XX130190;ESTEBAN KLEUR 13 CA:130x190 cm
635180000;ESTE18XX130190;ESTEBAN KLEUR 18 CA:130x190 cm
635180001;ESTE18XX200290;ESTEBAN KLEUR 18 CA:200x290 cm
635230000;ESTE23XX130190;ESTEBAN KLEUR 23 CA:130x190 cm
635480000;ESTE48XX130190;ESTEBAN KLEUR 48 CA:130x190 cm
635480001;ESTE48XX200290;ESTEBAN KLEUR 48 CA:200x290 cm
602250012;ESTT25XX155230;ESTEE Kleur 25 CA: 155x230 cm
526250053;ETII25XX040040;ETI Kleur 25 CA: 040x040 cm
526250051;ETII25XX155230;ETI Kleur 25 CA: 155x230 cm
526250052;ETII25XX200290;ETI Kleur 25 CA: 200x290 cm
526250068;ETII25XX300400;ETI Kleur 25 CA: 300x400 cm
526990068;ETIK99XX200290;ETIKRA Kleur 99 CA: 200x290 cm
526250069;ETIS25XX300400;ETIS Kleur 25 CA: 300x400 cm
526530019;ETIS53XX040040;ETIS Kleur 53 CA: 040x040 cm
526530018;ETIS53XX300400;ETIS Kleur 53 CA: 300x400 cm
526980062;ETIS98XX155230;ETIS Kleur 98 CA: 155x230 cm
526690024;ETRA69XX200310;ETRAT Kleur 69 CA: 200x310 cm
695250000;ETSU25XX055055;ETSU CUSHION CA.055X055
526620045;EXPE62XX100100;EXPERT Kleur 62 CA: 100x100 cm
526620032;EXPE62XX200290;EXPERT Kleur 62 CA: 200x290 cm
875410000;EYEA41XX200290;EYE KLEUR 41 CA:200x290 cm
875450000;EYEA45XX160230;EYE Kleur 45 CA: 160x230 cm
602210017;FADE21XX155230;FADED FLOWER Kleur 21 CA: 155x230cm
602210023;FADE21XX250400;FADED FLOWER Kleur 21 CA: 250x400cm
602990121;FAFL99XX160230;FADE FLOWER Kleur 99 CA: 160x230 cm
602990123;FAFL99XX200290;FADE FLOWER Kleur 99 CA: 200x290 cm
602990144;FAFL99XX300400;FADE FLOWER Kleur 99 CA: 300x400 cm
298130003;FAMU13XX020020;FADED MUSCAT Kleur 13 CA: 020x020 cm
298130004;FAMU13XX080150;FADED MUSCAT Kleur 13 CA: 080x150cm
298130005;FAMU13XX120170;FADED MUSCAT Kleur 13 CA: 120x170cm
298130006;FAMU13XX130190;FADED MUSCAT Kleur 13 CA: 130x190cm
298130001;FAMU13XX200290;FADED MUSCAT Kleur 13 CA: 200x290cm
298130002;FAMU13XX240330;FADED MUSCAT Kleur 13 CA: 240x330cm
298230011;FAMU23XX020020;FADED MUSCAT Kleur 23 CA: 020x020 cm
298230012;FAMU23XX080150;FADED MUSCAT Kleur 23 CA: 080x150cm
298230013;FAMU23XX120170;FADED MUSCAT Kleur 23 CA: 120x170cm
298230010;FAMU23XX240330;FADED MUSCAT Kleur 23 CA: 240x330cm
298480003;FAMU48XX020020;FADED MUSCAT Kleur 48 CA: 020x020 cm
298480001;FAMU48XX200290;FADED MUSCAT Kleur 48 CA: 200x290cm
298480002;FAMU48XX240330;FADED MUSCAT Kleur 48 CA: 240x330cm
339230023;FANA23XX080150;FANTASY Kleur 23 CA: 080x150 cm 12528-160
339230024;FANA23XX120170;FANTASY Kleur 23 CA: 120x170 cm 12528-160
339230025;FANA23XX160230;FANTASY Kleur 23 CA: 160x230 cm 12528-160
613150018;FANO15XX030090;FANTORY Kleur 15 CA: 030x090 cm
613150014;FANO15XX130190;FANTORY Kleur 15 CA: 130x190 cm
613150015;FANO15XX160230;FANTORY Kleur 15 CA: 160x230 cm
613150016;FANO15XX200290;FANTORY Kleur 15 CA: 200x290 cm
613230016;FANO23XX030090;FANTORY Kleur 23 CA: 030x090 cm
613230012;FANO23XX130190;FANTORY Kleur 23 CA: 130x190 cm
613230013;FANO23XX160230;FANTORY Kleur 23 CA: 160x230 cm
613230014;FANO23XX200290;FANTORY Kleur 23 CA: 200x290 cm
613330016;FANO33XX030090;FANTORY Kleur 33 CA: 030x090 cm
613330012;FANO33XX130190;FANTORY Kleur 33 CA: 130x190 cm
613330013;FANO33XX160230;FANTORY Kleur 33 CA: 160x230 cm
613330014;FANO33XX200290;FANTORY Kleur 33 CA: 200x290 cm
613450018;FANO45XX030090;FANTORY Kleur 45 CA: 030x090 cm
613450013;FANO45XX130190;FANTORY Kleur 45 CA: 130x190 cm
613450014;FANO45XX160230;FANTORY Kleur 45 CA: 160x230 cm
613450015;FANO45XX200290;FANTORY Kleur 45 CA: 200x290 cm
613520016;FANO52XX030090;FANTORY Kleur 52 CA: 030x090 cm
613520012;FANO52XX130190;FANTORY Kleur 52 CA: 130x190 cm
613520013;FANO52XX160230;FANTORY Kleur 52 CA: 160x230 cm
613520014;FANO52XX200290;FANTORY Kleur 52 CA: 200x290 cm
913110000;FANT11XX080150;FANTASY Kleur 11 CA: 080x150 cm
913110001;FANT11XX120170;FANTASY Kleur 11 CA: 120x170 cm
913110002;FANT11XX160230;FANTASY Kleur 11 CA: 160x230 cm
913130000;FANT13XX080150;FANTASY Kleur 13 CA: 080x150 cm
913130001;FANT13XX120170;FANTASY Kleur 13 CA: 120x170 cm
