artikelnr;karpi_code;omschrijving
913130002;FANT13XX150240;FANTASY Kleur 13 CA: 150x240 cm
913130004;FANT13XX160230;FANTASY Kleur 13 CA: 160x230 cm
913130003;FANT13XX200290;FANTASY Kleur 13 CA: 200x290 cm
913150001;FANT15XX120170;FANTASY Kleur 15 CA: 120x170 cm
913150002;FANT15XX160230;FANTASY Kleur 15 CA: 160x230 cm
913170000;FANT17XX080150;FANTASY Kleur 17 CA: 080x150 cm
913170001;FANT17XX120170;FANTASY Kleur 17 CA: 120x170 cm
913170002;FANT17XX160230;FANTASY Kleur 17 CA: 160x230 cm
913210000;FANT21XX070140;FANTASY Kleur 21 CA: 070x140 cm
913210004;FANT21XX080150;FANTASY Kleur 21 CA: 080x150 cm
913210001;FANT21XX120170;FANTASY Kleur 21 CA: 120x170 cm
913210002;FANT21XX160230;FANTASY Kleur 21 CA: 160x230 cm
913210003;FANT21XX430350;FANTASY Kleur 21 CA: 430x350 cm
913250001;FANT25XX080150;FANTASY Kleur 25 CA: 080x150 cm
913250002;FANT25XX120170;FANTASY Kleur 25 CA: 120x170 cm
913250003;FANT25XX160230;FANTASY Kleur 25 CA: 160x230 cm
913250000;FANT25XX350400;FANTASY Kleur 25 CA: 350x400 cm
913470000;FANT47XX120170;FANTASY Kleur 47 CA: 120x170 cm
913470001;FANT47XX150240;FANTASY Kleur 47 CA: 150x240 cm
913520000;FANT52XX080150;FANTASY Kleur 52 CA: 080x150 cm
913520001;FANT52XX120170;FANTASY Kleur 52 CA: 120x170 cm
913620002;FANT62XX080150;FANTASY Kleur 62 CA: 080x150 cm
913620000;FANT62XX150220;FANTASY Kleur 62 CA: 150x220 cm
913620001;FANT62XX200290;FANTASY Kleur 62 CA: 200x290 cm
913980000;FANT98XX160230;FANTASY KLEUR 98 CA:160x230 cm
913990011;FANT99XX065130;FANTASY KLEUR 99 CA:065x130 cm
913990012;FANT99XX070110;FANTASY KLEUR 99 CA: 070x110 cm
913990000;FANT99XX080150;FANTASY KLEUR 99 BLAU CA:080x150 cm
913990002;FANT99XX120170;FANTASY KLEUR 99 CA:120x170 cm
913990013;FANT99XX120180;FANTASY Kleur 99 CA: 120x180 cm
913990008;FANT99XX140200;FANTASY KLEUR 99 CA:140x200 cm
913990010;FANT99XX140200;FANTASY Kleur 99 CA: 140x200 cm
913990014;FANT99XX150240;FANTASY Kleur 99 CA: 150x240 cm
913990009;FANT99XX160230;FANTASY KLEUR 99 CA:160x230 cm
913990003;FANT99XX200290;FANTASY KLEUR 99 CA:200x290 cm
913990015;FANT99XX200300;FANTASY Kleur 99 CA: 200x300 cm
526170044;FATA17XX200290;FATA MORGANA Kleur 17 CA: 200x290cm
526240020;FATA24XX200290;FATA MORGANA Kleur 24 CA: 200x290cm
526990041;FATA99XX200290;FATA MORGANA Kleur 99 CA: 200x290cm
339230038;FAYN23XX080150;FAYNO 7128-692 CA: 080x150 cm
339230039;FAYN23XX120170;FAYNO 7128-692 CA: 120x170 cm
339230040;FAYN23XX160230;FAYNO 7128-692 CA: 160x230 cm
830110002;FELP11XX080160;FELPA CROSS Kleur 11 CA: 080x160 cm
830110001;FELP11XX090160;FELPA CROSS Kleur 11 CA: 090x160 cm
830110005;FELP11XX120170;FELPA CROSS Kleur 11 CA: 120x170 cm
830110006;FELP11XX200290;FELPA CROSS Kleur 11 CA: 200x290 cm
526330139;FEND33XX155230;FENDER Kleur 33 CA: 155x230 cm
602240003;FENQ24XX155230;FENQUIL Kleur 24 CA: 155x230 cm
602240004;FENQ24XX200290;FENQUIL Kleur 24 CA: 200x290 cm
602300004;FENQ30XX155230;FENQUIL Kleur 30 CA: 155x230 cm
602300005;FENQ30XX200290;FENQUIL Kleur 30 CA: 200x290 cm
623120000;FEST12XX120170;FESTIVAL Kleur 12 CA: 120x170 cm
623120001;FEST12XX140200;FESTIVAL Kleur 12 CA: 140x200 cm
623120002;FEST12XX160230;FESTIVAL Kleur 12 CA: 160x230 cm
623150001;FEST15XX140200;FESTIVAL Kleur 15 CA: 140x200 cm
623150002;FEST15XX160230;FESTIVAL Kleur 15 CA: 160x230 cm
623230000;FEST23XX140200;FESTIVAL Kleur 23 CA: 140x200 cm
623230001;FEST23XX160230;FESTIVAL Kleur 23 CA: 160x230 cm
495170001;FIBR17XX200290;FIBRE Kleur 17 CA: 200x290 cm
495170003;FIBR17XX200RND;FIBRE Kleur 17 CA: 200 ROND
495210001;FIBR21XX200290;FIBRE Kleur 21 CA: 200x290 cm
495520002;FIBR52XX100RND;FIBRE Kleur 52 CA: 100 ROND
495520001;FIBR52XX200290;FIBRE Kleur 52 CA: 200x290 cm
602250000;FILE25XX155230;FILET D'ENCRE Kl.25 CA: 155x230 cm
602250001;FILE25XX200290;FILET D'ENCRE Kl.25 CA: 200x290 cm
530120007;FJOR12XX040040;FJORD Kleur 12 CA: 040x040 cm
530120004;FJOR12XX130190;FJORD Kleur 12 CA: 130x190 cm
530120005;FJOR12XX155230;FJORD Kleur 12 CA: 155x230 cm
530120006;FJOR12XX200290;FJORD Kleur 12 CA: 200x290 cm
530230011;FJOR23XX040040;FJORD Kleur 23 CA: 040x040 cm
530230002;FJOR23XX130190;FJORD Kleur 23 CA: 130x190 cm
530230000;FJOR23XX155230;FJORD Kleur 23 CA: 155x230 cm
530230001;FJOR23XX200290;FJORD Kleur 23 CA: 200x290 cm
530530011;FJOR53XX040040;FJORD Kleur 53 CA: 040x040 cm
530530000;FJOR53XX130190;FJORD Kleur 53 CA: 130x190 cm
530530001;FJOR53XX155230;FJORD Kleur 53 CA: 155x230 cm
530530002;FJOR53XX200290;FJORD Kleur 53 CA: 200x290 cm
511330000;FLOC33XX160230;FLOCK Kleur 33 CA: 160x230 cm
602990133;FLOE99XX080RND;FLORES Kleur 99 CA: 080 ROND
602990107;FLOE99XX140RND;FLORES Kleur 99 CA: 140 ROND
602990122;FLOE99XX145RND;FLORES Kleur 99 CA: 145 ROND
602990124;FLOE99XX150RND;FLORES Kleur 99 CA: 150 ROND
602990147;FLOE99XX170400;FLORES Kleur 99 CA: 170x400 cm
602990128;FLOE99XX180RND;FLORES Kleur 99 CA: 180 ROND
602990093;FLOE99XX200RND;FLORES Kleur 99 CA: 200 ROND
602990097;FLOE99XX240RND;FLORES Kleur 99 CA: 240 ROND
602990116;FLOE99XX250RND;FLORES Kleur 99 CA: 250 ROND
602990098;FLOE99XX300RND;FLORES Kleur 99 CA: 300 ROND
677990000;FLOO99XX160230;FLOOR Kleur 99 CA: 160x230 cm
572090000;FLUF09XX080150;FLUFFY Kleur 09 CA: 080x150 cm
572090001;FLUF09XX120170;FLUFFY Kleur 09 CA: 120x170 cm
572090011;FLUF09XX160230;FLUFFY Kleur 09 CA: 160x230 cm
572090002;FLUF09XX160RND;FLUFFY Kleur 09 CA: 160 ROND
572120003;FLUF12XX080150;FLUFFY Kleur 12 CA: 080x150 cm
572120004;FLUF12XX120170;FLUFFY Kleur 12 CA: 120x170 cm
572120005;FLUF12XX160230;FLUFFY Kleur 12 CA: 160x230 cm
572160000;FLUF16XX080150;FLUFFY Kleur 16 CA: 080x150 cm
572210003;FLUF21XX080150;FLUFFY Kleur 21 CA: 080x150 cm
572210004;FLUF21XX120170;FLUFFY Kleur 21 CA: 120x170 cm
572210005;FLUF21XX160230;FLUFFY Kleur 21 CA: 160x230 cm
572230000;FLUF23XX080150;FLUFFY Kleur 23 CA: 080x150 cm
572230002;FLUF23XX160230;FLUFFY Kleur 23 CA: 160x230 cm
572240007;FLUF24XX080150;FLUFFY Kleur 24 CA: 080x150 cm
572240008;FLUF24XX120170;FLUFFY Kleur 24 CA: 120x170 cm
572240009;FLUF24XX160230;FLUFFY Kleur 24 CA: 160x230 cm
572480006;FLUF48XX080150;FLUFFY Kleur 48 CA: 080x150 cm
572480007;FLUF48XX120170;FLUFFY Kleur 48 CA: 120x170 cm
572480008;FLUF48XX160230;FLUFFY Kleur 48 CA: 160x230 cm
724120001;FLUS12XX120170;FLUSH Kleur 12 CA: 120x170 cm
724120002;FLUS12XX160230;FLUSH Kleur 12 CA: 160x230 cm
724210000;FLUS21XX080150;FLUSH Kleur 21 CA: 080x150 cm
724210001;FLUS21XX120170;FLUSH Kleur 21 CA: 120x170 cm
724210002;FLUS21XX160230;FLUSH Kleur 21 CA: 160x230 cm
724510000;FLUS51XX080150;FLUSH Kleur 51 CA: 080x150 cm
724510001;FLUS51XX120170;FLUSH Kleur 51 CA: 120x170 cm
724510002;FLUS51XX160230;FLUSH Kleur 51 CA: 160x230 cm
001000193;FORT17500ABA;FORTUNA 3918 COGNAC 500 BREED AB
908110003;FRAN1105040040;FRANS MOLENAAR KLEUR 11 CA:040x040 cm
908110000;FRAN1105160240;FRANS MOLENAAR KLEUR 11 CA:160x240 cm Band: 1105
908110001;FRAN1105170240;FRANS MOLENAAR KLEUR 11 CA:170x240 cm Band: 1105
908110004;FRAN1109040040;FRANS MOLENAAR KLEUR 11 CA:040x040 cm
908110002;FRAN1109170240;FRANS MOLENAAR KLEUR 11 CA:170x240 cm Band: 1109
908119999;FRAN11MAATWERK;FRANS MOLENAAR MAATWERK
908130003;FRAN1309040040;FRANS MOLENAAR KLEUR 13 CA:040x040 cm
908130000;FRAN1309160240;FRANS MOLENAAR KLEUR 13 CA:160x240 cm Band: 1109
908130001;FRAN1309170240;FRANS MOLENAAR KLEUR 13 CA:170x240 cm Band: 1109
908130006;FRAN1309400580;FRANS MOLENAAR Kleur 13 CA: 400x580 cm Band: 1113
908130004;FRAN1313040040;FRANS MOLENAAR KLEUR 13 CA:040x040 cm
908130002;FRAN1313170240;FRANS MOLENAAR KLEUR 13 CA:170x240 cm Band: 1113
908130005;FRAN1313250350;FRANS MOLENAAR Kleur 13 CA: 250x350 cm Band 1113
908139999;FRAN13MAATWERK;FRANS MOLENAAR MAATWERK
908150001;FRAN1510040040;FRANS MOLENAAR KLEUR 15 CA:040x040 cm
908150000;FRAN1510170240;FRANS MOLENAAR KLEUR 15 CA:170x240 cm Band: 1110
908150002;FRAN1513040040;FRANS MOLENAAR KLEUR 15 CA:040x040 cm
908159999;FRAN15MAATWERK;FRANS MOLENAAR MAATWERK
908170002;FRAN1713040040;FRANS MOLENAAR KLEUR 17 CA:040x040 cm
908170000;FRAN1713160230;FRANS MOLENAAR KLEUR 17 CA:160x230 cm Band: 1113
908170001;FRAN1713170240;FRANS MOLENAAR KLEUR 17 CA:170x240 cm Band: 1113
908179999;FRAN17MAATWERK;FRANS MOLENAAR MAATWERK
908170003;FRAN17XX240200;FRANS MOLENAAR Kl.17 VILT 1113 MAAT CA. 240 X 200
908180001;FRAN1812040040;FRANS MOLENAAR KLEUR 18 CA:040x040 cm
908180000;FRAN1812170240;FRANS MOLENAAR KLEUR 18 CA:170x240 cm Band: 1112
908210000;FRAN2111300400;FRANS MOLENAAR Kleur 21 CA: 300x400 cm Band: 1111
908219999;FRAN21MAATWERK;FRANS MOLENAAR KLEUR 21
908220001;FRAN2211040040;FRANS MOLENAAR KLEUR 22 CA:040x040 cm
908220000;FRAN2211170240;FRANS MOLENAAR KLEUR 22 CA:170x240 cm Band: 1111
908230002;FRAN2310040040;FRANS MOLENAAR KLEUR 23 CA:040x040 cm
908230003;FRAN2311040040;FRANS MOLENAAR KLEUR 23 CA:040x040 cm
908230000;FRAN2311160230;FRANS MOLENAAR KLEUR 23 CA:160x230 cm Band: 1111
908230001;FRAN2313170240;FRANS MOLENAAR KLEUR 23 CA:170x240 cm Band: 1113
908240000;FRAN2410170240;FRANS MOLENAAR KLEUR 24 CA:170x240 cm Band: 1110
908240002;FRAN2411040040;FRANS MOLENAAR KLEUR 24 CA:040x040 cm
908240001;FRAN2411200200;FRANS MOLENAAR KLEUR 24 CA:200x200 cm Band: 1111
908249999;FRAN24MAATWERK;FRANS MOLENAAR MAATWERK
908250001;FRAN2502040040;FRANS MOLENAAR KLEUR 25 CA:040x040 cm
908250000;FRAN2502170240;FRANS MOLENAAR KLEUR 25 CA:170x240 cm Band: 1102
908259999;FRAN25MAATWERK;FRANS MOLENAAR MAATWERK
908450001;FRAN4503040040;FRANS MOLENAAR KLEUR 45 CA:040x040 cm
908450002;FRAN4508040040;FRANS MOLENAAR KLEUR 45 CA:040x040 cm
908450000;FRAN4508170240;FRANS MOLENAAR KLEUR 45 CA:170x240 cm Band: 1108
908459999;FRAN45MAATWERK;FRANS MOLENAAR MAATWERK
747330000;FRES33XX070140;FRESHLINE Kleur 33 CA: 070x140 cm
747330001;FRES33XX090160;FRESHLINE Kleur 33 CA: 090x160 cm
747330002;FRES33XX140200;FRESHLINE Kleur 33 CA: 140x200 cm
747330003;FRES33XX170240;FRESHLINE Kleur 33 CA: 170x240 cm
747330004;FRES33XX200250;FRESHLINE Kleur 33 CA: 200x250 cm
747410006;FRES41XX070140;FRESHLINE Kleur 41 CA: 070x140 cm
747410000;FRES41XX090160;FRESHLINE Kleur 41 CA: 090x160 cm
747410001;FRES41XX120180;FRESHLINE Kleur 41 CA: 120x180 cm
747410002;FRES41XX140200;FRESHLINE Kleur 41 CA: 140x200 cm
747410003;FRES41XX170240;FRESHLINE Kleur 41 CA: 170x240 cm
747410004;FRES41XX200250;FRESHLINE Kleur 41 CA: 200x250 cm
747410005;FRES41XX200300;FRESHLINE Kleur 41 CA: 200x300 cm
747520000;FRES52XX070140;FRESHLINE Kleur 52 CA: 070x140 cm
747520001;FRES52XX090160;FRESHLINE Kleur 52 CA: 090x160 cm
747520002;FRES52XX120180;FRESHLINE Kleur 52 CA: 120x180 cm
747520003;FRES52XX140200;FRESHLINE Kleur 52 CA: 140x200 cm
747620000;FRES62XX070140;FRESHLINE Kleur 62 CA: 070x140 cm
747620001;FRES62XX090160;FRESHLINE Kleur 62 CA: 090x160 cm
747620002;FRES62XX120180;FRESHLINE Kleur 62 CA: 120x180 cm
747620003;FRES62XX140200;FRESHLINE Kleur 62 CA: 140x200 cm
747620004;FRES62XX170240;FRESHLINE Kleur 62 CA: 170x240 cm
697630000;FUMI63XX160220;FUMIKO KLEUR 63 CA:160x220 cm
835210000;FUNK21XX040040;FUNKY HAIR Kleur 21 CA: 040x040 cm
835210001;FUNK21XX160230;FUNKY HAIR Kleur 21 CA: 160x230 cm
835630000;FUNK63XX040040;FUNKY HAIR Kleur 63 CA: 040x040 cm
835630001;FUNK63XX160230;FUNKY HAIR Kleur 63 CA: 160x230 cm
697110000;FURA11XX200290;FURANSU KLEUR 11 CA:200x290 cm
697150000;FURA15XX130190;FURANSU KLEUR 15 CA:130x190 cm
697150001;FURA15XX160230;FURANSU KLEUR 15 CA:160x230 cm
697180000;FURA18XX130190;FURANSU KLEUR 18 CA:130x190 cm
697230000;FURA23XX130190;FURANSU KLEUR 23 CA:130x190 cm
697230001;FURA23XX200290;FURANSU KLEUR 23 CA:200x290 cm
697310000;FURA31XX130190;FURANSU KLEUR 31 CA:130x190 cm
697310001;FURA31XX200290;FURANSU KLEUR 31 CA:200x290 cm
697340000;FURA34XX130190;FURANSU KLEUR 34 CA:130x190 cm
697340001;FURA34XX160230;FURANSU KLEUR 34 CA:160x230 cm
697340002;FURA34XX200290;FURANSU KLEUR 34 CA:200x290 cm
697460000;FURA46XX090160;FURANSU KLEUR 46 CA:090x160 cm
697460001;FURA46XX160230;FURANSU KLEUR 46 CA:160x230 cm
697460002;FURA46XX200290;FURANSU KLEUR 46 CA:200x290 cm
697520000;FURA52XX190280;FURANSU KLEUR 52 CA:190x280 cm
697630001;FURA63XX130190;FURANSU KLEUR 63 CA:130x190 cm
697630002;FURA63XX160230;FURANSU KLEUR 63 CA:160x230 cm
697630003;FURA63XX200290;FURANSU KLEUR 63 CA:200x290 cm
892130000;FUSI13XX160230;FUSILLI KLEUR 13 CA:160x230 cm
892450000;FUSI45XX160230;FUSILLI KLEUR 45 CA:160x230 cm
892510000;FUSI51XX160230;FUSILLI KLEUR 51 CA:160x230 cm
526240074;FUZE24XX155230;FUNKY ZEBRA Kleur 24 CA: 155x230 cm
608130000;GABB13XX160230;GABBEH KLEUR 13 CA:160x230 cm
608240000;GABB24XX160230;GABBEH KLEUR 24 CA:160x230 cm
608460000;GABB46XX160230;GABBEH KLEUR 46 CA:160x230 cm
608990000;GABB99XX015160;GABBEH KLEUR 99 CA:015x160 cm
426130000;GALP13XX080140;GALAPAGOS Kleur 13 CA: 080x140 cm
426130001;GALP13XX120170;GALAPAGOS Kleur 13 CA: 120x170 cm
426130002;GALP13XX160240;GALAPAGOS Kleur 13 CA: 160x240 cm
426130003;GALP13XX200290;GALAPAGOS Kleur 13 CA: 200x290 cm
426130004;GALP13XX240330;GALAPAGOS Kleur 13 CA: 240x330 cm
426250000;GALP25XX080140;GALAPAGOS Kleur 25 CA: 080x140 cm
426250001;GALP25XX120170;GALAPAGOS Kleur 25 CA: 120x170 cm
426250002;GALP25XX160240;GALAPAGOS Kleur 25 CA: 160x240 cm
426250003;GALP25XX200290;GALAPAGOS Kleur 25 CA: 200x290 cm
426250004;GALP25XX240330;GALAPAGOS Kleur 25 CA: 240x330 cm
583120001;GARD12XX040040;GARDEN Kleur 12 CA: 040x040 cm
583120000;GARD12XX160230;GARDEN Kleur 12 CA: 160x230 cm
583120002;GARD12XX200290;GARDEN Kleur 12 CA: 200x290 cm
583150001;GARD15XX040040;GARDEN Kleur 15 CA: 040x040 cm
583150000;GARD15XX160230;GARDEN Kleur 15 CA: 160x230 cm
583150002;GARD15XX200290;GARDEN Kleur 15 CA: 200x290 cm
583330001;GARD33XX040040;GARDEN Kleur 33 CA: 040x040 cm
583330000;GARD33XX160230;GARDEN Kleur 33 CA: 160x230 cm
583330002;GARD33XX200290;GARDEN Kleur 33 CA: 200x290 cm
492150013;GATO15XX060120;GATO Kleur 15 CA: 060x120 cm
492150012;GATO15XX080RND;GATO Kleur 15 CA: 080 ROND
492150010;GATO15XX120170;GATO Kleur 15 CA: 120x170 cm
492150011;GATO15XX160230;GATO Kleur 15 CA: 160x230 cm
492240000;GATO24XX060120;PANTHERA Kleur 24 CA: 060x120 cm
492240003;GATO24XX080RND;PANTHERA Kleur 24 CA: 080 ROND
492240001;GATO24XX120170;PANTHERA Kleur 24 CA: 120x170 cm
492240017;GATO24XX120RND;PANTHERA Kleur 24 CA: 120 ROND
492240002;GATO24XX160230;PANTHERA Kleur 24 CA: 160x230 cm
612100008;GLAM10XX040040;GLAM Kleur 10 CA: 040x040 cm
612100000;GLAM10XX070140;GLAM Kleur 10 CA: 070x140 cm
612100001;GLAM10XX130190;GLAM Kleur 10 CA: 130x190 cm
612100002;GLAM10XX160230;GLAM Kleur 10 CA: 160x230 cm
612100003;GLAM10XX200300;GLAM Kleur 10 CA: 200x300 cm
612110009;GLAM11XX080150;GLAM Kleur 11 CA: 080x150 cm
612110010;GLAM11XX120170;GLAM Kleur 11 CA: 120x170 cm
612110011;GLAM11XX130190;GLAM Kleur 11 CA: 130x190 cm
612110000;GLAM11XX160230;GLAM KLEUR 11 CA:160x230 cm
612110012;GLAM11XX200290;GLAM Kleur 11 CA: 200x290 cm
612130024;GLAM13XX040040;GLAM Kleur 13 CA: 040x040 cm
612130008;GLAM13XX060RND;GLAM Kleur 13 CA: 060 ROND
612130016;GLAM13XX080150;GLAM Kleur 13 CA: 080x150 cm
612130018;GLAM13XX120170;GLAM Kleur 13 CA: 120x170 cm
612130006;GLAM13XX130190;GLAM KLEUR 13 CA:130x190 cm
612130019;GLAM13XX130190;GLAM Kleur 13 CA: 130x190 cm
612130007;GLAM13XX160230;GLAM KLEUR 13 CA:160x230 cm
612130020;GLAM13XX200290;GLAM Kleur 13 CA: 200x290 cm
612130015;GLAM13XX200300;GLAM Kleur 13 CA: 200x300 cm
612160000;GLAM16XX080150;GLAM Kleur 16 MIX CA: 080x150 cm
612160001;GLAM16XX130190;GLAM Kleur 16 MIX CA: 130x190 cm
612160002;GLAM16XX160230;GLAM Kleur 16 MIX CA: 160x230 cm
612160003;GLAM16XX200200;GLAM Kleur 16 MIX CA: 200x200 cm
612160004;GLAM16XX200250;GLAM Kleur 16 MIX CA: 200x250 cm
612160005;GLAM16XX200290;GLAM Kleur 16 MIX CA: 200x290 cm
612160008;GLAM16XX200RND;GLAM Kleur 16 MIX CA: 200 ROND
612160006;GLAM16XX240290;GLAM Kleur 16 MIX CA: 240x290 cm
612160007;GLAM16XX240340;GLAM Kleur 16 MIX CA: 240x340 cm
612190001;GLAM19XX040040;GLAM KLEUR 19 CA:040x040 cm
612190007;GLAM19XX080150;GLAM Kleur 19 CA: 080x150 cm
612190008;GLAM19XX120170;GLAM Kleur 19 CA: 120x170 cm
612190009;GLAM19XX130190;GLAM Kleur 19 CA: 130x190 cm
612190000;GLAM19XX160230;GLAM KLEUR 19 CA:160x230 cm
612190002;GLAM19XX200290;GLAM Kleur 19 CA: 200x290 cm
612210001;GLAM21XX040040;GLAM KLEUR 21 CA:040x040 cm
612210007;GLAM21XX080150;GLAM Kleur 21 CA: 080x150 cm
612210008;GLAM21XX120170;GLAM Kleur 21 CA: 120x170 cm
612210009;GLAM21XX130190;GLAM Kleur 21 CA: 130x190 cm
612210000;GLAM21XX160230;GLAM KLEUR 21 CA:160x230 cm
612210002;GLAM21XX200290;GLAM Kleur 21 CA: 200x290 cm
612220010;GLAM22XX040040;GLAM Kleur 22 CA: 040x040 cm
612220000;GLAM22XX060RND;GLAM KLEUR 22 CA: 060 cm ROND
612220001;GLAM22XX070140;GLAM KLEUR 22 CA:070x140 cm
612220011;GLAM22XX080150;GLAM Kleur 22 MIX CA: 080x150 cm
612220002;GLAM22XX130190;GLAM KLEUR 22 CA:130x190 cm
612220012;GLAM22XX130190;GLAM Kleur 22 MIX CA: 130x190 cm
612220013;GLAM22XX160230;GLAM Kleur 22 MIX CA: 160x230 cm
612220014;GLAM22XX200200;GLAM Kleur 22 MIX CA: 200x200 cm
612220015;GLAM22XX200250;GLAM Kleur 22 MIX CA: 200x250 cm
612220016;GLAM22XX200290;GLAM Kleur 22 MIX CA: 200x290 cm
612220005;GLAM22XX200300;GLAM Kleur 22 CA: 200x300 cm
612220019;GLAM22XX200RND;GLAM Kleur 22 MIX CA: 200 ROND
612220017;GLAM22XX240290;GLAM Kleur 22 MIX CA: 240x290 cm
612220018;GLAM22XX240340;GLAM Kleur 22 MIX CA: 240x340 cm
612240004;GLAM24XX040040;GLAM KLEUR 24 CA:040x040 cm
612240022;GLAM24XX040040;GLAM Kleur 24 CA: 040x040 cm
612240006;GLAM24XX060RND;GLAM KLEUR 24 CA: 060 cm ROND
612240007;GLAM24XX070140;GLAM KLEUR 24 CA:070x140 cm
612240015;GLAM24XX080150;GLAM Kleur 24 CA: 080x150 cm
612240016;GLAM24XX120170;GLAM Kleur 24 CA: 120x170 cm
612240008;GLAM24XX130190;GLAM KLEUR 24 CA:130x190 cm
612240009;GLAM24XX160230;GLAM KLEUR 24 CA:160x230 cm
612240017;GLAM24XX200290;GLAM Kleur 24 CA: 200x290 cm
612240014;GLAM24XX200300;GLAM Kleur 24 CA: 200x300 cm
612250001;GLAM25XX040040;GLAM KLEUR 25 CA:040x040 cm
612250003;GLAM25XX080150;GLAM Kleur 25 CA: 080x150 cm
612250004;GLAM25XX120170;GLAM Kleur 25 CA: 120x170 cm
612250005;GLAM25XX130190;GLAM Kleur 25 CA: 130x190 cm
612250000;GLAM25XX160230;GLAM KLEUR 25 CA:160x230 cm
612250002;GLAM25XX200290;GLAM Kleur 25 CA: 200x290 cm
612260000;GLAM26XX080150;GLAM Kleur 26 MIX CA: 080x150 cm
612260001;GLAM26XX130190;GLAM Kleur 26 MIX CA: 130x190 cm
612260002;GLAM26XX160230;GLAM Kleur 26 MIX CA: 160x230 cm
612260003;GLAM26XX200200;GLAM Kleur 26 MIX CA: 200x200 cm
612260004;GLAM26XX200250;GLAM Kleur 26 MIX CA: 200x250 cm
612260005;GLAM26XX200290;GLAM Kleur 26 MIX CA: 200x290 cm
612260008;GLAM26XX200RND;GLAM Kleur 26 MIX CA: 200 ROND
612260006;GLAM26XX240290;GLAM Kleur 26 MIX CA: 240x290 cm
612260007;GLAM26XX240340;GLAM Kleur 26 MIX CA: 240x340 cm
612350001;GLAM35XX040040;GLAM KLEUR 35 CA:040x040 cm
612350002;GLAM35XX080150;GLAM Kleur 35 CA: 080x150 cm
612350003;GLAM35XX120170;GLAM Kleur 35 CA: 120x170 cm
612350004;GLAM35XX130190;GLAM Kleur 35 CA: 130x190 cm
612350000;GLAM35XX160230;GLAM KLEUR 35 CA:160x230 cm
612350005;GLAM35XX200290;GLAM Kleur 35 CA: 200x290 cm
612450013;GLAM45XX040040;GLAM Kleur 45 CA: 040x040 cm
612450006;GLAM45XX070140;GLAM Kleur 45 CA: 070x140 cm
612450010;GLAM45XX080150;GLAM Kleur 45 CA: 080x150 cm
612450011;GLAM45XX120170;GLAM Kleur 45 CA: 120x170 cm
612450007;GLAM45XX130190;GLAM Kleur 45 CA: 130x190 cm
612450008;GLAM45XX160230;GLAM Kleur 45 CA: 160x230 cm
612450012;GLAM45XX200290;GLAM Kleur 45 CA: 200x290 cm
612450009;GLAM45XX200300;GLAM Kleur 45 CA: 200x300 cm
612470001;GLAM47XX040040;GLAM KLEUR 47 CA:040x040 cm
612470002;GLAM47XX080150;GLAM Kleur 47 CA: 080x150 cm
612470003;GLAM47XX120170;GLAM Kleur 47 CA: 120x170 cm
612470004;GLAM47XX130190;GLAM Kleur 47 CA: 130x190 cm
612470000;GLAM47XX160230;GLAM KLEUR 47 CA:160x230 cm
612470005;GLAM47XX200290;GLAM Kleur 47 CA: 200x290 cm
612520010;GLAM52XX040040;GLAM Kleur 52 CA: 040x040 cm
612520005;GLAM52XX060RND;GLAM KLEUR 52 CA: 060 cm ROND
612520006;GLAM52XX070140;GLAM KLEUR 52 CA:070x140 cm
612520015;GLAM52XX120170;GLAM Kleur 52 CA: 120x170 cm
612520007;GLAM52XX130190;GLAM KLEUR 52 CA:130x190 cm
612520008;GLAM52XX160230;GLAM KLEUR 52 CA:160x230 cm
612520016;GLAM52XX200290;GLAM Kleur 52 CA: 200x290 cm
612520009;GLAM52XX200300;GLAM Kleur 52 CA: 200x300 cm
612990001;GLAM99XX035148;GLAM Kleur 99 CA: 035x148 cm 52,45,10,22,24
431210011;GOKN21I1080150;TEPPICH LOTTI 21 CA: 080x150cm KI21 BAND: KI21
431210012;GOKN21I1120170;TEPPICH LOTTI 21 CA: 120x170cm KI21 BAND: KI21
431210013;GOKN21I1140200;TEPPICH LOTTI 21 CA: 140x200cm KI21 BAND: KI21
431210014;GOKN21I1160230;TEPPICH LOTTI 21 CA: 160x230cm KI21 BAND: KI21
431210015;GOKN21I1200290;TEPPICH LOTTI 21 CA: 200x290cm KI21 BAND: KI21
431210016;GOKN21I1240340;TEPPICH LOTTI 21 CA: 240x340cm KI21 BAND: KI21
431230008;GOKN23I2080150;TEPPICH LOTTI 23 CA: 080x150cm KI23 BAND: KI23
431230009;GOKN23I2120170;TEPPICH LOTTI 23 CA: 120x170cm KI23 BAND: KI23
431230010;GOKN23I2140200;TEPPICH LOTTI 23 CA: 140x200cm KI23 BAND: KI23
431230011;GOKN23I2160230;TEPPICH LOTTI 23 CA: 160x230cm KI23 BAND: KI23
431230012;GOKN23I2200290;TEPPICH LOTTI 23 CA: 200x290cm KI23 BAND: KI23
431230013;GOKN23I2240340;TEPPICH LOTTI 23 CA: 240x340cm KI23 BAND: KI23
431240010;GOKN24K9080150;TEPPICH LOTTI 24 CA: 080x150cm KIKM BAND: KIKM
431240011;GOKN24K9120170;TEPPICH LOTTI 24 CA: 120x170cm KIKM BAND: KIKM
431240012;GOKN24K9140200;TEPPICH LOTTI 24 CA: 140x200cm KIKM BAND: KIKM
